City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
191,Hope,US,2021-10-02 20:18:49,33.6671,-93.5916,87.85,72,39,6.15
192,Lahat,ID,2021-10-02 20:23:13,-3.8,103.5333,71.58,94,90,2.19
193,Beloha,MG,2021-10-02 20:23:13,-25.1667,45.05,71.71,70,3,3.42
194,Antofagasta,CL,2021-10-02 20:22:24,-23.65,-70.4,60.08,73,22,11.07
195,Meadville,US,2021-10-02 20:23:14,41.6414,-80.1515,73.54,60,1,3.0
196,Baherden,TM,2021-10-02 20:23:14,38.4362,57.4316,56.28,33,0,7.81
197,Medford,US,2021-10-02 20:23:15,42.3265,-122.8756,77.92,54,1,0.0
198,Dalvik,IS,2021-10-02 20:23:15,65.9702,-18.5286,39.13,99,100,15.08
199,Santa Clara,CU,2021-10-02 20:23:16,22.4,-79.9667,83.17,83,75,12.66
200,Ihosy,MG,2021-10-02 20:23:16,-22.4,46.1167,67.64,72,54,5.06
201,Sayyan,YE,2021-10-02 20:23:16,15.1718,44.3244,63.75,51,98,4.18
202,Ilulissat,GL,2021-10-02 20:23:17,69.2167,-51.1,30.22,86,75,4.61
203,Nhulunbuy,AU,2021-10-02 20:23:17,-12.2333,136.7667,77.61,83,100,8.05
204,Guerrero Negro,MX,2021-10-02 20:23:17,27.9769,-114.0611,87.55,36,0,3.44
205,Baykit,RU,2021-10-02 20:23:18,61.67,96.37,29.25,98,94,1.23
206,Necochea,AR,2021-10-02 20:23:18,-38.5473,-58.7368,55.04,94,100,12.8
207,Merauke,ID,2021-10-02 20:23:19,-8.4667,140.3333,77.34,84,100,7.36
208,Vostochnyy,RU,2021-10-02 20:23:19,55.8167,37.8667,39.38,72,66,3.42
209,Axim,GH,2021-10-02 20:23:19,4.8699,-2.2405,77.36,88,100,6.49
210,Banda Aceh,ID,2021-10-02 20:23:20,5.5577,95.3222,78.19,86,100,3.2
211,Tinyahuarco,PE,2021-10-02 20:23:20,-10.75,-76.3,45.3,76,89,12.91
212,Parsons,US,2021-10-02 20:21:35,37.3403,-95.2611,75.16,52,42,7.96
213,Yumen,CN,2021-10-02 20:23:21,40.2833,97.2,44.15,42,91,14.54
214,Sitka,US,2021-10-02 20:23:21,57.0531,-135.33,48.09,66,75,13.8
215,Havoysund,NO,2021-10-02 20:23:21,70.9963,24.6622,54.48,88,69,10.13
216,Ziro,IN,2021-10-02 20:23:22,27.6333,93.8333,55.38,98,95,0.49
217,Mount Gambier,AU,2021-10-02 20:19:46,-37.8333,140.7667,49.17,95,100,6.44
218,Beringovskiy,RU,2021-10-02 20:23:22,63.05,179.3167,32.05,94,98,10.4
219,Dunedin,NZ,2021-10-02 20:18:43,-45.8742,170.5036,51.96,73,92,6.78
220,Omboue,GA,2021-10-02 20:23:23,-1.5746,9.2618,76.96,85,100,7.74
221,Wenling,CN,2021-10-02 20:23:23,28.3669,121.36,71.91,80,1,3.11
222,Oranjemund,NA,2021-10-02 20:23:24,-28.55,16.4333,56.28,70,0,19.39
223,Tuktoyaktuk,CA,2021-10-02 20:23:24,69.4541,-133.0374,35.6,100,90,10.36
224,Inirida,CO,2021-10-02 20:23:25,3.8653,-67.9239,82.13,84,100,1.5
225,Severo-Kurilsk,RU,2021-10-02 20:23:25,50.6789,156.125,47.35,97,100,26.66
226,Omsukchan,RU,2021-10-02 20:23:25,62.5333,155.8,21.81,88,5,3.47
227,Jackson,US,2021-10-02 20:20:53,42.4165,-122.8345,74.44,54,1,0.0
228,Juba,SS,2021-10-02 20:23:26,4.8517,31.5825,71.15,92,100,2.75
229,Vardo,NO,2021-10-02 20:23:26,70.3705,31.1107,49.08,85,98,27.09
230,Berdigestyakh,RU,2021-10-02 20:19:01,62.0989,126.6992,26.1,88,6,3.31
231,Tilichiki,RU,2021-10-02 20:23:27,60.4667,166.1,34.72,88,100,4.52
232,Snyder,US,2021-10-02 20:20:23,32.7179,-100.9176,84.34,46,1,0.0
233,Solwezi,ZM,2021-10-02 20:23:27,-12.1688,26.3894,66.18,78,100,6.08
234,Nabire,ID,2021-10-02 20:23:28,-3.3667,135.4833,74.7,91,84,2.66
235,Kruisfontein,ZA,2021-10-02 20:23:28,-34.0033,24.7314,48.88,64,100,17.4
236,Shubarshi,KZ,2021-10-02 20:23:28,48.5872,57.1869,44.71,57,91,6.85
237,Sapa,PH,2021-10-02 20:23:29,5.1544,120.3241,81.18,77,100,3.18
238,Flin Flon,CA,2021-10-02 20:23:29,54.7682,-101.865,66.04,37,20,4.61
239,Maneadero,MX,2021-10-02 20:23:30,31.7167,-116.5667,91.18,36,92,8.01
240,Noumea,NC,2021-10-02 20:22:19,-22.2763,166.4572,78.78,99,2,2.35
241,Sioux Lookout,CA,2021-10-02 20:23:30,50.1001,-91.917,59.38,100,90,4.61
242,Kolosovka,RU,2021-10-02 20:23:31,56.4678,73.611,33.57,97,100,7.72
243,Imperia,IT,2021-10-02 20:23:31,43.9667,7.7833,64.4,87,92,5.19
244,Puerto Rondon,CO,2021-10-02 20:23:31,6.2805,-71.1,89.1,58,93,5.97
245,Kita,ML,2021-10-02 20:23:32,13.0349,-9.4895,77.0,76,82,3.98
246,Balclutha,NZ,2021-10-02 20:23:32,-46.2339,169.75,53.6,82,100,2.37
247,Fukue,JP,2021-10-02 20:23:33,32.6881,128.8419,75.18,71,0,8.7
248,Bethel,US,2021-10-02 20:18:42,41.3712,-73.414,75.58,59,1,10.36
249,Harlingen,US,2021-10-02 20:23:12,26.1906,-97.6961,93.25,58,20,6.91
250,Hamilton,US,2021-10-02 20:23:33,39.1834,-84.5333,81.23,63,75,6.91
251,Labuhan,ID,2021-10-02 20:23:34,-6.8844,112.2051,77.41,76,57,12.15
252,Balkhash,KZ,2021-10-02 20:23:34,46.844,74.9804,41.27,49,100,12.8
253,Atar,MR,2021-10-02 20:23:34,20.5169,-13.0499,96.89,13,79,3.53
254,Luganville,VU,2021-10-02 20:23:35,-15.5333,167.1667,77.72,89,100,6.4
255,Asmara,ER,2021-10-02 20:23:35,15.3333,38.9333,64.45,53,96,2.26
256,Marsa Matruh,EG,2021-10-02 20:23:36,31.3525,27.2453,73.6,56,40,8.05
257,Kaitangata,NZ,2021-10-02 20:23:36,-46.2817,169.8464,53.92,82,100,3.6
258,Whithorn,JM,2021-10-02 20:23:36,18.2604,-78.0378,82.44,74,55,1.83
259,Sao Miguel Do Araguaia,BR,2021-10-02 20:23:37,-13.275,-50.1628,90.46,39,18,11.95
260,George Town,MY,2021-10-02 20:21:16,5.4112,100.3354,79.9,87,20,0.0
261,Cadillac,US,2021-10-02 20:23:37,44.2519,-85.4012,71.96,61,98,12.8
262,Saint-Georges,GD,2021-10-02 20:22:45,12.0564,-61.7485,87.48,70,20,24.16
263,Lorengau,PG,2021-10-02 20:23:38,-2.0226,147.2712,80.13,77,100,2.51
264,Morro Bay,US,2021-10-02 20:23:38,35.3658,-120.8499,95.58,30,1,5.3
265,Gimli,CA,2021-10-02 20:23:39,50.6336,-96.9907,73.44,77,1,3.44
266,Minsk,BY,2021-10-02 20:18:57,53.9,27.5667,49.75,74,99,10.42
267,Joshimath,IN,2021-10-02 20:23:39,30.5667,79.5667,65.46,92,99,1.54
268,Kamyshlov,RU,2021-10-02 20:23:40,56.8428,62.7111,39.11,69,100,5.55
269,Klaksvik,FO,2021-10-02 20:23:40,62.2266,-6.589,49.12,86,100,20.45
270,Qostanay,KZ,2021-10-02 20:23:40,53.1667,63.5833,41.43,88,75,6.2
271,Keller,US,2021-10-02 20:21:55,32.9346,-97.2517,88.02,55,75,8.99
272,Bartlesville,US,2021-10-02 20:23:41,36.7473,-95.9808,81.9,68,40,0.0
273,Carnarvon,AU,2021-10-02 20:23:42,-24.8667,113.6333,59.07,82,75,6.91
274,Lasa,IT,2021-10-02 20:23:42,46.6166,10.7002,58.08,95,76,5.68
275,Kamenka,RU,2021-10-02 20:23:42,51.3223,42.7678,48.52,70,78,2.8
276,Clyde River,CA,2021-10-02 20:23:43,70.4692,-68.5914,41.23,75,90,9.22
277,Uthal,PK,2021-10-02 20:23:43,25.8072,66.6219,83.75,70,9,4.09
278,Airai,TL,2021-10-02 20:23:43,-8.9266,125.4092,59.07,92,57,0.83
279,Marawi,PH,2021-10-02 20:23:44,7.9986,124.2928,64.65,93,43,1.41
280,Mercedes,AR,2021-10-02 20:23:44,-34.6515,-59.4307,67.51,50,94,4.41
281,Camacha,PT,2021-10-02 20:23:44,33.0833,-16.3333,69.53,73,75,8.05
282,Krutinka,RU,2021-10-02 20:22:08,56.0055,71.5113,35.35,81,100,9.91
283,San Cristobal,VE,2021-10-02 20:23:45,7.7669,-72.225,82.58,46,8,6.91
284,Santa Rosa,PH,2021-10-02 20:23:45,14.3122,121.1114,80.58,81,91,7.49
285,Yar-Sale,RU,2021-10-02 20:23:46,66.8333,70.8333,31.17,82,100,11.65
286,Nanortalik,GL,2021-10-02 20:23:46,60.1432,-45.2371,43.45,62,0,1.1
287,General Roca,AR,2021-10-02 20:23:47,-39.0333,-67.5833,61.2,15,100,25.59
288,Homer,US,2021-10-02 20:23:47,59.6425,-151.5483,41.07,59,90,6.91
289,Khatanga,RU,2021-10-02 20:23:48,71.9667,102.5,17.65,98,59,2.84
290,Asau,RO,2021-10-02 20:23:48,46.4333,26.4,46.76,89,0,1.77
291,Mbini,GQ,2021-10-02 20:23:48,1.574,9.6134,77.68,85,38,4.79
292,Olafsvik,IS,2021-10-02 20:23:49,64.8945,-23.7142,40.8,75,100,27.63
293,Saldanha,ZA,2021-10-02 20:23:49,-33.0117,17.9442,50.05,58,8,20.04
294,San Patricio,US,2021-10-02 20:23:49,28.017,-97.5169,89.69,52,87,5.97
